epoch;x;y;z
2215265024;249992;21204;-64378
2215265280;250882;20768;-59328
2215268392;250829;17434;-35213
2215274625;249968;17096;-32728
2215280689;249858;20642;-65536
2215248153;249996;16738;-56317
2215248325;249890;16388;-65528
2215250465;249918;16449;-60022
2215256704;249875;16496;-38881
2215248432;249921;20486;-65526
2215252756;250888;17200;-62207
2215267264;250880;20513;-61440
2215266336;249927;20544;-32468
2215272584;247808;20530;-40246
2215313442;248389;20616;-32728
2215317777;250435;16928;-36352
2215315897;248610;21030;-36860
2215313925;250720;20616;-63609
2215321611;247808;20485;-39096
2215315648;251988;20480;-64768
2215317762;249926;17664;-36284
2215330192;250883;20736;-34347
2215330850;249952;17586;-32768
2215337992;246034;20992;-64432
2215347394;251904;20640;-31615
2215350528;245912;21016;-36672
2215380360;246560;21364;-61318
2215379476;250882;20656;-65237
2215385089;252456;20544;-62942
2215379115;250272;20681;-32767
2215383297;250064;21505;-65471
2215395714;249928;16513;-31712
2215395344;248841;20549;-34680
2215400450;252320;19456;-31688
2216689832;247939;16393;-38902
2216690946;250600;20504;-61352
2216690048;247945;16516;-34300
2216691208;250384;17554;-38871
2216693844;249888;16994;-60912
2216689824;250004;19496;-56916
2216689931;250118;17669;-63476
2216696193;245840;16416;-32754
2216707075;250534;18948;-65532
2216710224;249890;16909;-65528
2216715426;252097;19532;-64180
2216722696;249924;21574;-44750
2216727938;250706;20608;-32758
2216690176;249896;20487;-64252
2216693832;249860;20608;-34540
2216698004;251910;20612;-31599
2216691968;248840;21380;-36343
2216694144;251969;20868;-64637
2216706049;245762;20998;-30432
2216707139;251936;20520;-38655
2216714384;249856;21632;-31456
2216756482;247808;21312;-65452
2216759592;250401;21536;-38400
2216756738;245761;20486;-32639
2216755264;250512;20000;-65246
2216761482;246082;20549;-32672
2216755476;251969;16400;-32239
2216759584;246080;16418;-65518
2216772608;250112;16458;-35432
2216771680;249920;16388;-38142
2216776835;250259;20680;-64502
2216788241;245762;20512;-65014
2216789282;247556;16400;-31868
2216690184;250408;20503;-65008
2216691778;246284;16985;-61440
2216693888;249892;19982;-32768
2216689930;248632;21124;-41704
2216689952;250435;19520;-32503
2216706048;245760;20480;-39680
2216707136;247817;20502;-31100
2216710272;249870;20485;-35572
2216715523;245760;20488;-32732
2216821009;250396;17410;-63358
2216826370;249856;21058;-31712
2216820776;249991;20513;-64468
2216824962;249920;20568;-63846
2216829184;247041;17668;-64824
2216823050;249914;20481;-38608
2216825856;248067;21089;-32759
2216837152;249937;21636;-65408
2216838272;250545;16961;-57036
2216845568;250880;20745;-28656
2216854788;249920;21775;-39903
2216858065;250088;20480;-64358
2216820771;247952;21152;-40120
2216820872;250149;17456;-31177
2216827138;246017;21509;-40574
2216820992;245765;20515;-63454
2216825290;249929;20585;-65536
2216838176;250881;20641;-37756
2216837250;250880;17072;-65211
2216842496;247832;20486;-56320
2216886528;250339;20506;-38528
