epoch;x;y;z
1681932422;255105;-15350;16488
1681941716;256196;-15519;4393
1681944580;256577;-15739;16404
1681948772;256276;-16359;19592
1681948832;254592;-14080;18454
1681955058;255236;-16102;16460
1681956866;256022;-16064;16450
1681961088;254289;-16374;18433
1681948864;256276;-14256;360
1681967632;254122;-16384;16712
1681969728;255104;-14240;5632
1681973894;254084;-15028;20584
1681973990;254472;-16096;5376
1681915940;256514;-15808;17444
1681982580;256000;-14310;16675
1681985664;256194;-16126;19201
1681989635;254466;-15068;16387
1681989698;256069;-16000;16386
1681995920;253994;-16118;16384
1681998017;254597;-16287;16402
1682001952;254116;-16092;17408
1681997920;256136;-16177;16520
1682008231;256036;-14740;16896
1682010358;256512;-15838;3268
1682014724;256020;-14464;16708
1682014853;256216;-16368;19081
1682021060;255938;-14336;19205
1682023440;254001;-16384;3616
1682026562;256010;-14335;16906
1682015394;254752;-15736;17562
1682030816;257110;-15359;1344
1682036784;254480;-15216;16544
1682038784;256000;-15304;18624
1682043016;254984;-15890;6864
1681915910;256336;-15924;18437
1682049094;255240;-16160;16641
1682051220;253952;-15824;4177
1682055364;255488;-14284;20007
1682055716;257025;-16368;17472
1682061920;253968;-13824;19457
1682064050;255232;-29680;16392
1682068226;256512;-15927;16896
1682064448;254622;-15488;18709
1682071680;253955;-14044;16393
1682076872;255501;-15680;6216
1682079744;256165;-14288;4610
1682083910;254496;-15262;18470
1682079908;255432;-14332;6145
1682090213;254098;-15872;16640
1682092084;254112;-16060;5896
1682096128;256142;-14846;18432
1682096323;254344;-14816;19840
1682102786;256128;-15872;4097
1682104912;255001;-15852;18456
1682109057;256514;-15855;16472
1682047712;255072;-15872;18436
1682112544;257041;-14256;16387
1682117734;256222;-14290;18432
1682120886;256193;-16300;18002
1682124804;253952;-16252;6178
1682112580;257024;-15084;16397
1682131076;254072;-15360;18560
1682133200;256640;-15895;16386
1682137090;256073;-15344;16552
1682137186;256048;-16285;16517
1682143392;256000;-14240;17443
1682145520;254724;-15870;16385
1682149888;256162;-15777;4176
1682145800;254466;-15872;17832
1682156230;254856;-14331;17506
1682158598;255574;-29916;21633
1682161748;256259;-15960;2584
1682162820;254096;-16232;20480
1682161888;256350;-14134;16396
1682171936;254016;-16212;17044
1682174066;256548;-15200;16528
1682178176;256326;-15862;18602
1682178049;248707;-15200;17107
1682184256;254984;-16362;6737
1682186376;256304;-15208;4611
1682190551;256128;-14274;16916
1682178566;255492;-15168;16705
1682197092;253968;-16254;5524
1682199205;254489;-16192;16464
1682203380;255526;-14109;18437
1682203648;256448;-15232;16737
1682178179;254600;-15855;17488
1682212034;256421;-16040;16465
1682214928;253957;-16362;16673
1682219072;256069;-15742;16649
1682219168;253954;-15328;18689
1682225376;256656;-15360;16432
1682227238;247184;-15408;19478
1682231414;253960;-14241;4240
1682227332;255543;-15721;16391
1682237956;257032;-14261;1792
1682240068;254528;-14687;16499
1682244240;253952;-16376;17543
1682244290;253952;-16378;6208
1682243618;256000;-15712;16642
1682252896;253953;-14300;16896
1682256048;254465;-16232;17489
1682259968;256032;-15992;16456
1682259976;254096;-16224;17173
1682266246;254464;-14704;19462
1682268356;256256;-16318;18080
1682272277;256020;-13632;1700
1682243652;254531;-16366;18448
1682278560;254980;-14263;18449
1682280675;256256;-16112;17408
1682285106;256073;-14432;1798
1682285056;254010;-15867;16654
1682291393;255882;-14778;20608
1682293760;256000;-16288;16768
1682296904;254464;-14200;16525
1682293911;255120;-15352;17922
1682301126;256052;-15869;16681
1682307108;256520;-16382;4237
1682309220;253952;-13390;3341
1682313396;256021;-14169;17185
1682309376;254002;-15356;18442
1682319426;256036;-14272;16593
1682321538;256521;-14176;2626
1682325712;255696;-16254;22538
1682326016;255937;-15591;17206
1682332256;254720;-15295;16913
1682334368;254210;-14296;16608
1682338534;255000;-15284;20552
1682310198;257047;-15988;272
1682341892;253984;-16060;21574
1682347204;256000;-12939;17683
1682350080;254369;-16251;16528
1682354256;256257;-15296;4616
1682342018;254009;-16350;20512
1682360544;254092;-13686;16448
1682362401;255744;-32234;16576
1682366576;256513;-16384;4103
1682366592;254088;-14250;16904
1682373127;256035;-15872;18443
1682375238;255522;-15328;6176
1682379396;255552;-16248;18432
1682375381;256006;-14334;16385
1682382852;254304;-15328;17417
1682388064;255250;-14720;6786
1682391203;256144;-13663;17664
1682392306;256146;-13515;5377
1682391040;253960;-15440;16425
1682401408;255200;-16383;8197
1682403520;256149;-14248;16928
1682407432;254027;-14335;16448
1682407510;256027;-14328;16457
1682413702;253961;-16232;17432
1682415844;254977;-14238;16649
1682420260;255540;-16288;17154
1682408052;256924;-15356;17025
1682426496;254480;-15103;21504
1682428930;256156;-15529;16400
1682432066;255033;-16286;18434
1682433168;254081;-14702;5797
1681916096;256039;-16376;16400
1682442248;256192;-14318;16660
1682444384;256196;-15487;18033
1682448550;256268;-15289;16929
1682448628;256064;-13966;18724
1682454533;256004;-16320;16384
1682456708;256008;-16342;19490
1682460864;254497;-32540;17443
1682457107;256288;-13799;16640
1682467394;254272;-15472;16512
1682469536;255186;-14304;16416
1682473697;256048;-16164;16460
1682474032;256032;-13824;14601
1682472960;255608;-16244;19040
1682482311;256070;-14568;18184
1682485254;256016;-16256;20432
1682489412;254472;-16336;2059
1682489492;256274;-16176;16696
1682495684;253953;-16256;18432
1682497568;256000;-14300;16657
1682501730;253956;-14006;16476
1682440370;256008;-14816;19730
1682508288;256012;-15328;16640
1682510400;253966;-14336;5330
1682514560;254122;-14167;4480
1682514632;256026;-15760;21764
1682505750;256264;-15840;17462
1682523206;256066;-14254;5248
1682526372;256194;-14286;16406
1682523364;254473;-15730;18784
1682530352;255579;-13952;17170
1682536448;256003;-14840;1542
1682538690;255749;-15224;20864
1682542592;255010;-16359;16388
1682538577;254024;-16124;5137
1682548864;254080;-15354;8201
1682550984;256546;-14060;16388
1682555431;254465;-29676;16705
1682555494;257056;-15598;16416
1682561716;256104;-16073;3651
1682563845;256008;-16255;20544
1682567236;256016;-15502;21517
1682441344;253976;-15678;258
1682571475;256038;-14264;17479
1682577410;256136;-16125;17033
1682579552;254219;-14839;17410
1682583712;255210;-14590;4288
1682571504;253952;-14304;16784
1682589696;254725;-15680;16401
1682591750;255042;-14813;16386
1682596038;255042;-13502;16680
1682596356;253954;-15992;16941
1682602580;256388;-15741;17186
1682604676;256033;-14317;2817
1682608864;256016;-13742;16448
1682605090;254656;-16052;16389
1682612338;255288;-15176;5122
1682617472;255000;-16096;2432
1682620416;255362;-14206;17420
1682624576;254848;-16319;20608
1682620552;256088;-16040;4129
1682630870;255041;-14172;4387
1682632708;254115;-14328;21157
1682636901;254592;-16234;20484
1682636964;254979;-16021;16396
1682643184;256131;-14330;0
1682645507;256016;-16112;20520
1682649730;255760;-16095;19040
1682637504;256000;-15632;18312
1682653201;256514;-13820;18496
1682658368;253952;-16128;20868
1682661512;255232;-16352;4162
1682662631;256323;-15340;16400
1682636838;256260;-14288;17668
1682671732;254496;-16319;20515
1682673796;254552;-16247;19464
1682677764;253952;-16286;17282
1682677824;256386;-14992;3776
1682684050;254245;-15604;18452
1682686146;255065;-15232;2304
