epoch;x;y;z
3540521024;253952;-16383;25
3540527120;255034;-15844;4
3540549912;255072;-15359;16384
3540549636;254534;-15571;20004
3540550144;254209;-15836;3369
3540552256;254504;-15867;8333
3540558342;253984;-14336;19456
3540566804;255234;-15359;1540
3540571138;256553;-16216;42
3540582401;256005;-15324;514
3540584517;254212;-14080;19136
3540590592;254042;-15262;768
3540517136;256512;-16328;4224
3540521368;254026;-16383;4354
3540519012;253968;-16350;18438
3540517440;256048;-15356;10
3540525568;256002;-16246;18689
3540534022;256134;-15311;2117
3540536212;254466;-15736;4248
3540517986;256858;-16319;14592
3540516928;256024;-15984;18176
3540525061;254658;-13950;16408
3540549889;254099;-16384;2082
3540552080;255552;-16315;9222
3540549720;254260;-15872;16526
3540550212;253953;-14459;16720
3540554240;254490;-31200;640
3540560640;254992;-16335;11045
3540566928;256560;-16288;2176
3540516948;255812;-15360;16414
3540516930;256257;-15262;2
3540520960;254403;-16384;16400
3540527365;253987;-15744;5120
3540517249;254480;-16379;4143
3540516945;256517;-16376;938
3540517400;255114;-15328;19520
3540519460;256004;-15343;17280
3540525824;256002;-30455;36
3540534144;255245;-16380;8449
3540538448;256512;-15840;17712
3540516884;253990;-16316;16586
3540518946;256031;-16128;89
3540525312;253956;-16206;4901
3540550022;253954;-15575;17093
3540553793;254568;-15029;16385
3540552209;256256;-16248;290
3540550168;253965;-30712;16530
3540558596;254793;-14311;17947
3540566912;254729;-16174;666
3540570176;254721;-16120;16517
3540584464;256000;-16346;16550
3540582420;255120;-14316;16712
3540590850;254037;-16000;10282
3540648320;256034;-15966;18456
3540650054;256520;-16343;13889
3540648452;254348;-16054;16524
3540648465;257038;-15164;10464
3540652825;253952;-16043;18944
3540659044;256000;-14304;6144
3540665408;254083;-16296;16546
3540647936;256676;-16360;2048
3540647952;254008;-16332;5632
3540652308;254026;-13951;20
3540658336;256258;-16013;256
3540681280;256517;-16380;16648
3540681258;253953;-29151;16516
3540681472;247888;-14264;11986
3540683777;256675;-16116;10265
3540691021;254016;-16064;20737
3540697153;256130;-14312;16384
3540779048;254259;-15998;4146
3540779280;257156;-16380;12595
3540781060;256002;-15856;6144
3540787272;254980;-15868;9392
3540779584;256053;-15712;9249
3540783648;254050;-16377;18564
3540781834;254016;-15296;17456
3540781056;247809;-14832;12578
3540788290;255011;-15680;2753
3540795405;255240;-16270;16391
3540799521;256019;-16380;17666
3540781321;255139;-16304;2528
3540779376;254240;-16123;8352
3540787268;253960;-16371;19776
3540812296;253952;-14848;10496
3540814368;256544;-14832;1114
3540812544;256256;-32116;1570
3540812652;254101;-14135;4097
3540820032;253954;-16376;18948
3540828162;256076;-16378;11282
3540830240;255657;-16374;17018
3540844801;256002;-15864;18705
3540844905;254098;-15294;16392
3540848721;256265;-14982;13056
3540855300;254485;-15346;18560
3541041672;254613;-16342;5380
3541041920;253987;-16063;9984
3541042016;256161;-15354;264
3541044300;254512;-16301;8640
3541051392;254624;-15214;8217
3541057538;254080;-16384;12546
3541041408;254053;-15743;17424
