epoch;x;y;z
1679853569;254529;-31484;-4096
1679868945;253061;-30720;-4040
1679868064;254091;-32766;-6254
1679871015;246355;-29550;-2048
1679878407;253968;-30701;-3828
1679820102;253220;-31660;-3552
1679818773;253200;-29568;-4086
1679822340;246128;-32560;-2038
1679821316;254096;-30464;-4092
1679828611;253340;-31648;-1982
1679819282;254378;-30208;-6400
1679822626;253968;-32510;-1918
1679838017;247401;-32698;-4046
1679835136;253056;-28628;-3736
1679843408;254112;-30141;-4094
1679818775;245856;-29695;-3806
1679821958;254337;-32384;-4096
1679853574;253080;-28615;-3456
1679852805;254480;-31356;-3759
1679859988;245962;-32768;-1724
1679863200;245933;-29870;-3038
1679853635;252804;-28620;-2048
1679869442;254498;-32592;-7392
1679868496;245972;-29932;-3942
1679871489;253267;-29596;-4096
1679878912;253440;-28637;-2261
1679886087;254012;-32620;-3456
1679950727;246049;-32768;-4092
1679953942;253968;-32679;-2814
1679952933;246160;-32512;-2941
1679960133;246080;-32567;-2816
1679950852;245764;-32192;-2442
1679966291;246261;-32762;-5900
1679969539;246530;-32703;-4090
1679968642;253443;-29599;-4028
1679975425;246400;-32382;-2014
1679950352;245795;-31743;-3832
1679953440;246438;-32744;-2030
1679985319;254224;-30575;-3068
1679984198;253952;-32760;-1782
1679991558;253441;-32256;-4032
1679994709;246212;-30928;-4095
1679984644;245764;-32768;-3119
1680001028;246348;-32380;-4031
1680000003;253517;-31743;-2040
1680007314;246052;-30464;-2495
1680010274;246168;-29364;-3063
1679821057;254340;-31852;-3558
1679820096;253440;-31736;-4095
1679818768;254112;-30412;-3556
1679821911;253886;-32698;-3998
1679829510;253984;-28083;-3200
1679820420;253185;-32062;-4096
1679835653;253962;-30070;-3964
1679838996;252952;-31604;-2031
1679837987;254237;-28672;-4096
1679843331;252932;-32502;-3639
1679818818;254210;-31740;-4095
1679851537;254088;-31740;-1984
1679854721;254224;-32760;-3964
1679853568;253472;-32766;-2528
1679860999;255009;-31532;-4075
1679851783;245786;-31600;-1359
1679854998;254033;-32768;-3840
1679869989;253514;-29072;-3580
1679869444;254209;-30686;-3962
1679876676;253504;-31040;-3007
1679879699;245889;-32367;-7091
1679887106;245928;-29312;-2006
1680082690;254016;-32605;-3564
1680081793;253048;-28160;-2028
1680089104;253696;-29246;-8158
1680092192;246110;-29696;-2046
1680082983;246050;-32228;-4096
1680098310;253218;-28542;-3836
1680097350;246340;-30208;-3834
1680100629;254066;-30692;-2920
1680107908;254156;-31615;-3765
1680081920;253283;-31742;-3840
1680114179;253954;-32464;-4090
1680117266;253952;-32640;-4092
1680116384;254466;-28636;-3776
1680123457;253140;-32448;-3288
1680114432;253970;-30672;-4084
1680117575;254344;-30627;-1998
1680132119;245824;-28664;-3934
1680132102;245800;-32768;-3582
1680139269;254644;-32762;-3773
1680081029;246820;-32742;-2526
1680083988;253456;-28600;-2804
1680083235;252993;-29383;-2526
1680082243;254257;-30591;-2110
1680089090;246786;-31728;-1966
1680092241;253444;-28624;-4016
1680083456;245762;-29683;-2686
1680098944;254124;-30624;-4096
1680097799;245809;-31923;-2812
1680101126;252344;-28572;-3706
1680108310;253976;-32509;-2952
1680082853;246017;-32600;-4096
1680113732;246144;-28670;-2429
1680113668;246024;-28412;-2500
1680116819;254402;-30911;-4079
1680123906;246320;-32736;-3157
1680114946;245795;-32048;-4032
1680130305;245771;-32701;-4088
1680133520;254520;-32631;-3068
1680132120;246153;-28352;-2992
1680139815;245776;-28650;-7926
1680147014;253060;-32736;-3808
1680150020;254482;-30592;-4055
1680214613;252164;-28656;-2480
1680213764;246018;-28669;-2992
1680221059;246064;-30656;-2043
1680224259;254081;-30713;-2815
1680215058;252685;-28671;-3928
1680230433;254032;-32126;-4096
1680229377;246284;-30582;-4092
1680236608;254484;-29948;-3582
1680239879;251940;-27623;-4029
1680214359;245760;-30048;-4086
1680245766;246792;-30718;-4093
1680245253;254724;-29902;-2484
1680248324;253056;-27638;-1979
1680255636;254024;-31638;-3770
1680246307;247656;-30204;-1983
1680261890;253952;-29676;-3070
1680265026;252609;-28323;-2944
1680263185;254448;-31360;-4016
1680271360;253985;-30142;-2048
1679819776;246017;-28672;-3952
1679818887;245800;-28672;-4078
1679821830;254594;-31982;-6936
1679821078;246858;-32753;-2048
1679828261;246528;-28128;-3166
1679818756;252677;-32691;-4096
1679821892;253972;-30528;-4048
1679837715;246784;-32666;-2048
1679836802;245984;-28604;-4064
1679843840;252992;-32765;-2552
1679847169;253968;-29686;-3060
1679821584;246018;-29599;-3776
1679853463;246036;-28412;-2813
1679851559;246050;-30191;-3879
1679859718;254241;-30713;-3742
1679862853;246057;-28672;-3776
1679853589;245961;-28412;-3071
1679869188;253959;-30666;-3192
1679868163;254480;-30712;-3892
1679871363;246034;-27904;-4096
1679878162;252928;-32240;-2543
1679885857;253989;-30704;-4030
1680343616;254096;-30560;-4036
1680346624;245889;-28540;-3424
1680345671;246017;-29151;-3839
1680353046;254283;-30584;-3061
1680343942;253593;-32614;-2012
1680359429;253716;-28032;-3066
1680362500;253442;-29016;-3582
1680361492;253992;-30815;-3392
1680368803;245888;-28446;-3968
1680343106;245760;-28608;-6632
1680346370;246018;-32568;-3200
1680378193;254720;-32251;-3071
1680376832;245760;-28279;-2748
1680384512;246288;-32704;-3454
1680387591;246345;-29182;-3808
1680378502;254475;-30688;-3183
1680393748;251910;-28663;-1783
1680392997;246287;-29671;-8046
1680396100;245840;-29920;-1240
1680402435;253988;-30343;-4026
1680343123;252423;-28600;-3312
1680344066;254001;-32688;-4022
1680343169;254144;-31686;-1651
1680346113;246997;-32567;-4076
1680353552;252936;-31920;-2048
1680344343;254224;-29654;-3552
1680359847;254050;-30290;-4024
1680362566;246288;-29696;-2559
1680361989;252928;-28030;-3456
1680369236;254243;-32255;-3520
1680343556;246792;-29946;-1920
1680346883;246792;-32768;-3072
1680378626;245760;-28544;-3965
1680377746;254208;-31614;-3328
1680384033;254112;-29614;-3044
1680375808;245802;-32734;-3583
1680378944;253202;-32048;-3968
1680394247;254434;-32512;-3198
1680393302;253952;-28922;-3583
1680400646;245816;-28604;-4052
1680403845;245954;-32768;-3036
1680410628;254465;-31716;-3416
1680475668;245956;-29422;-3966
1680474659;246320;-28496;-4081
1680477698;245952;-32640;-1966
1680484928;254472;-30841;-3679
1680475921;246300;-29288;-3310
1680491392;253700;-28608;-2004
1680494599;245760;-29692;-3504
1680493575;246426;-32704;-4080
1680500742;245826;-32182;-1660
1680475285;253792;-32065;-3770
1680506917;253952;-29692;-6886
1680510212;245960;-29676;-4088
1680509251;245762;-28632;-2920
1680516115;245864;-32512;-2285
1680507394;253954;-29759;-3840
1680510465;245764;-32766;-3540
1680525952;245796;-28640;-3582
1680524816;253956;-29502;-3520
1680532247;254216;-31720;-3576
1680535334;245784;-32448;-2494
