epoch;x;y;z
2239840532;254120;-30386;21056
2239841665;253978;-15311;8226
2239844777;254529;-15860;16432
2239823876;257057;-16284;4445
2239823920;250497;-16384;8754
2239830016;255074;-15358;644
2239856896;254243;-16127;3200
2239861156;258086;-16299;13314
2239865856;254088;-31214;16418
2239856688;512;-16128;261
2239861782;255120;-15835;17085
2239873345;254262;-16383;8
2239874465;254211;-16347;18432
2239881225;254129;-14840;18466
2239760420;253968;-14192;16392
2239762448;247826;-15352;19491
2239889728;254209;-16384;20563
2239889824;245903;-15296;18624
2239897604;246272;-13952;20996
2239890464;250570;-15806;13452
2239893520;246022;-15355;17416
2239907126;250282;-16240;11265
2239906177;248160;-15248;20116
2239911937;250370;-15872;9032
2239889449;255378;-15866;16419
2239893509;254112;-31016;15684
2239922480;254532;-15712;22232
2239924608;254096;-31743;19458
2239927296;254732;-16060;19160
2239922212;249921;-31464;16976
2239923200;259712;-31741;10004
2239938864;250880;-31488;17410
2239939990;257024;-30653;4528
2239942660;256532;-32235;2193
2239889441;255510;-31740;17416
2239889417;253952;-32187;4499
2239895845;247809;-31743;17408
2239955345;251396;-15872;8885
2239959040;249089;-31704;8838
2239964192;251905;-16336;157
2239954948;247040;-15208;16448
2239960352;254080;-16331;4
2239971728;256000;-15592;16522
2239972920;248344;-14142;17450
2239979524;254084;-26877;199
2239955074;258063;-16080;2184
2239987977;246809;-16350;18690
2239987733;256272;-16277;14336
2239989921;253958;-13888;16465
2239996416;259792;-16346;1088
2239988288;248906;-15864;17920
2239992580;258049;-16320;66
2240007184;249862;-14841;19477
2240006304;253956;-16256;10292
2240012296;254023;-16250;1568
2240282692;246608;-16368;18640
2240286978;255528;-16384;2314
2240284681;252097;-15072;22848
2240282773;254722;-31324;16484
2240291329;245808;-32510;16419
2240283201;255328;-32654;16466
2240285440;254083;-31104;3088
2240301060;254576;-32728;16418
2240300176;254088;-32255;1291
2240307200;246160;-32767;18496
2240282664;258560;-32702;10304
2240284932;253971;-30464;19456
2240315394;258208;-32768;8977
2240315536;254820;-32734;16418
2240320085;254978;-31613;16914
2240326177;254028;-16296;16960
2240316161;255490;-16372;4104
2240332800;258089;-15612;4100
2240331908;247360;-16240;17940
2240335952;253954;-15088;5639
2240342048;253002;-16352;24840
2240282888;258080;-16125;7280
2240348164;254210;-16011;17409
2240348290;253953;-14838;17160
2240350800;254464;-26943;16388
2240356886;253460;-14939;24130
2240348929;255276;-15863;16387
2240364545;252948;-15854;17408
2240367745;253962;-16120;4130
2240366660;254025;-15163;17508
2240372752;258311;-14332;233
2240348416;253961;-15918;18560
2240352296;255712;-16304;16640
2240383108;254209;-15643;16648
2240381504;249916;-30683;8994
2240389648;256546;-16368;1041
2240381718;249515;-31199;20480
2240384033;254993;-32504;9760
2240399489;254092;-16384;19328
2240397377;255104;-31070;9216
2240405509;253973;-32110;24788
2240282896;254472;-16382;96
2240284704;254000;-31648;17982
