epoch;x;y;z
2183180884;254273;-28112;-1516
2183203618;254840;-32512;1290
2183202816;253192;-27634;64
2183200774;254082;-32480;304
2183209092;245906;-32216;-2223
2183213136;254080;-28704;33
2183219479;254058;-32496;640
2183135237;246339;-28668;96
2183135747;253992;-32592;-438
2183144065;253040;-28416;465
2183146055;254217;-28416;1416
2183136020;245888;-31744;-2016
2183136258;245770;-31999;2112
2183135232;253990;-32744;-1504
2183143558;253094;-31198;1034
2183145540;246880;-32526;-1020
2183151890;253272;-32583;130
2183168023;253960;-31484;1024
2183172645;247312;-32176;20
2183170691;246112;-28663;5
2183176769;246552;-31742;-3004
2183267079;245984;-31483;536
2183266325;246912;-32508;-1024
2183270434;254083;-28587;9
2183268480;254081;-28543;20
2183274566;247314;-32698;-2044
2183282948;246650;-29657;1280
2183268368;245967;-28660;792
2183270432;253976;-29630;130
2183275016;253056;-27896;-1894
2183275074;253968;-30712;64
2183281280;245826;-28620;-1400
2183267337;253955;-32759;-1664
2183270421;245848;-31664;-732
2183274496;245776;-28407;-1960
2183274560;253958;-32755;2130
2183280768;253450;-27706;1032
2183299076;254468;-29496;810
2183303184;250968;-31744;-2046
2183299584;254501;-32670;24
2183309864;246304;-32688;20
2183312002;254152;-28656;-2016
2183331840;246824;-32512;-206
2183332874;245818;-32208;64
2183332053;255140;-32160;1792
2183342113;251940;-28622;-3520
2183344256;254112;-31132;130
2183659520;246149;-32576;-1912
2183659524;254535;-28596;41
2183665872;254473;-32760;259
2183668256;245889;-28080;16
2183672456;253953;-32028;-1118
2183660546;252514;-28332;-992
2183659520;254467;-31895;2176
2183664842;254464;-28344;594
2183667744;246989;-31720;-479
2183671937;247619;-29439;-1015
2183675905;246276;-28160;544
2183694336;255074;-28672;264
2183696580;253752;-31744;-1838
2183701008;246888;-30568;11
2183701120;248068;-32256;-3880
2183707432;246317;-28660;64
2183660546;247564;-29502;384
2183663808;245762;-29030;0
2183667722;254116;-32752;-958
2183667840;246694;-32768;7
2183674145;246020;-32000;578
2183659521;248093;-32458;-1592
2183663808;246306;-32231;0
2183660036;249042;-31735;-2030
2183670416;246145;-31037;1040
2183672608;246572;-28672;17
2183659528;253952;-28656;-2030
2183660740;253468;-27608;148
2183659520;254378;-28642;-1401
2183669898;245774;-28662;1552
2183672096;247820;-31728;578
2183692290;246858;-28664;776
2183692481;246792;-27632;-3451
2183698945;245808;-28665;1088
2183701124;246020;-31741;-1391
